dihedral,ideal_angle,extracted_angle,error
C1-C2-C5-C6,165.5807983096325,281.84165340889496,116.26085509926244
C1-C2-C5-C7,44.532513863981634,160.6482794500993,116.11576558611766
C1-C2-C5-C8,284.4712057688205,41.23917460267018,243.2320311661503
C3-C2-C5-C6,286.6368589136647,162.05919473320944,124.57766418045526
C3-C2-C5-C7,165.58857446801383,40.8658207744138,124.72275369360003
C3-C2-C5-C8,45.52726637285267,281.45671592698466,235.929449554132
C4-C2-C5-C6,45.44424934315646,41.92967382402289,3.5145755191335653
C4-C2-C5-C7,284.39596489750556,280.73629986522724,3.659665032278326
C4-C2-C5-C8,164.33465680234443,161.32719501779812,3.007461784546308
C1-C2-C4-N1,46.70179938228951,301.1339925333677,254.4321931510782
C5-C2-C4-N1,167.26428398746074,180.57570962021455,13.31142563275381
C3-C2-C4-N1,287.76541845424094,58.54333623303693,229.222082221204
C2-C5-C8-N2,167.5720872959589,173.2738260088563,5.701738712897395
C6-C5-C8-N2,288.1047833271341,293.49902329352864,5.394239966394537
C7-C5-C8-N2,47.049860505736,52.193767247567465,5.143906741831465
