angle,ideal_angle,extracted_angle,error
C1-C2-C3,109.86715069433345,111.07419500810772,1.2070443137742757
C1-C2-C4,109.63129313341852,110.47763338364535,0.8463402502268309
C1-C2-C8,109.69150829274375,108.79820273080327,0.8933055619404797
C3-C2-C4,110.11778925156646,107.74102618051448,2.3767630710519825
C3-C2-C8,110.20802342764308,111.29485594497817,1.0868325173350826
C4-C2-C8,107.28576620962197,107.39134269229095,0.10557648266897957
C2-C4-C5,115.5850557924932,116.92043643993246,1.3353806474392655
C4-C5-C6,113.64525193712292,110.60965449350948,3.0355974436134403
C5-C6-C7,109.4329370119044,112.20512470941011,2.7721876975057143
N1-C7-C6,112.92369048292818,110.07026089397559,2.8534295889525936
C2-C8-C9,115.80403118989317,115.73062085839786,0.07341033149531029
C8-C9-C10,113.40864025666271,112.19670353200473,1.2119367246579742
C9-C10-C11,109.68713026761715,109.76160331854963,0.07447305093248247
N2-C11-C10,112.92821077920946,111.34310079472097,1.585109984488497
